context,question,answer
"Title: Frog kick. Desc: The frog kick is an explosive bodyweight movement that involves hopping the rear legs up and forward from a straight-arm plank position. It targets the legs, core, and shoulders, but is also a high-intensity conditioning movement that will raise core body temperature and burn serious calories. It can be performed for time or reps as part of any athleticism-focused or fat-loss circuit or workout.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",Describe the Frog kick exercise.,"The frog kick is an explosive bodyweight movement that involves hopping the rear legs up and forward from a straight-arm plank position. It targets the legs, core, and shoulders, but is also a high-intensity conditioning movement that will raise core body temperature and burn serious calories. It can be performed for time or reps as part of any athleticism-focused or fat-loss circuit or workout."
"Title: FYR Knees to Chest. Desc: The hollow-body alternating knee-to-chest is a core exercise that involves bending the legs while holding the hips and shoulder blades off the ground. It targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",Which muscles does FYR Knees to Chest target?,Abdominals
"Title: FYR Knees to Chest. Desc: The hollow-body alternating knee-to-chest is a core exercise that involves bending the legs while holding the hips and shoulder blades off the ground. It targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",What equipment is needed for FYR Knees to Chest?,Body Only
"Title: FYR Knees to Chest. Desc: The hollow-body alternating knee-to-chest is a core exercise that involves bending the legs while holding the hips and shoulder blades off the ground. It targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",What is the difficulty level of FYR Knees to Chest?,Intermediate
"Title: FYR Knees to Chest. Desc: The hollow-body alternating knee-to-chest is a core exercise that involves bending the legs while holding the hips and shoulder blades off the ground. It targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",Describe the FYR Knees to Chest exercise.,"The hollow-body alternating knee-to-chest is a core exercise that involves bending the legs while holding the hips and shoulder blades off the ground. It targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout."
"Title: Front kick-through. Desc: The front kick-through is a full-body movement that involves moving the legs from a bear crawl position to a balanced one-legged stance. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",Which muscles does Front kick-through target?,Abdominals
"Title: Front kick-through. Desc: The front kick-through is a full-body movement that involves moving the legs from a bear crawl position to a balanced one-legged stance. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",What equipment is needed for Front kick-through?,Body Only
"Title: Front kick-through. Desc: The front kick-through is a full-body movement that involves moving the legs from a bear crawl position to a balanced one-legged stance. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",What is the difficulty level of Front kick-through?,Intermediate
"Title: Front kick-through. Desc: The front kick-through is a full-body movement that involves moving the legs from a bear crawl position to a balanced one-legged stance. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",Describe the Front kick-through exercise.,"The front kick-through is a full-body movement that involves moving the legs from a bear crawl position to a balanced one-legged stance. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence."
"Title: FYR Sit-Up. Desc: The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",Which muscles does FYR Sit-Up target?,Abdominals
"Title: FYR Sit-Up. Desc: The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",What equipment is needed for FYR Sit-Up?,Body Only
"Title: FYR Sit-Up. Desc: The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",What is the difficulty level of FYR Sit-Up?,Intermediate
"Title: FYR Sit-Up. Desc: The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.. Equipment: Body Only. BodyPart: Abdominals. Level: Intermediate",Describe the FYR Sit-Up exercise.,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench."
